step,GoofSpiel3/conv,GoofSpiel3/iters,GoofSpiel3/nodes_touched,GoofSpiel3/tau,GoofSpiel3/alpha,GoofSpiel3/beta,GoofSpiel3/gamma
313,1e-12,313,41942,1,0.9826661719010032,-2.8222686547160816,4.977474466696407
314,1e-12,314,42076,1,0.9856561386010578,-2.824871526234499,4.977143676167389
315,1e-12,315,42210,1,0.9886526229573596,-2.8274699824603227,4.976807902625467
316,1e-12,316,42344,1,0.9916556239301428,-2.8300640053211557,4.976467069088203
317,1e-12,317,42478,1,0.9946651420501267,-2.832653578136589,4.976121097386301
318,1e-12,318,42612,1,0.9976811777601862,-2.835238684251192,4.9757699081188775
319,1e-12,319,42746,1,1.0007037314149305,-2.837819307034489,4.975413420633929
320,1e-12,320,42880,1,1.0037328032802955,-2.8403954298809264,4.975051553008487
321,1e-12,321,43014,1,1.0067683935331315,-2.8429670362098554,4.9746842220284755
322,1e-12,322,43148,1,1.009810502260796,-2.845534109465491,4.97431134316825
323,1e-12,323,43282,1,1.0128591294607423,-2.8480966331168855,4.9739328305698205
324,1e-12,324,43416,1,1.0159142750401156,-2.8506545906578826,4.973548597021756
325,1e-12,325,43550,1,1.0189759088235575,-2.853207963407111,4.973158554629926
326,1e-12,326,43684,1,1.0220436452714943,-2.855756706735755,4.972762622438777
327,1e-12,327,43818,1,1.0251173632023116,-2.8583007956243467,4.972360712266228
328,1e-12,328,43952,1,1.0281970580987907,-2.860840213664857,4.971952731844453
329,1e-12,329,44086,1,1.031282725346011,-2.863374944474118,4.971538587459246
330,1e-12,330,44220,1,1.0343743602310995,-2.8659049716937606,4.9711181839273495
331,1e-12,331,44354,1,1.037471957942973,-2.8684302789901475,4.970691424573456
332,1e-12,332,44488,1,1.040575513572081,-2.8709508500543177,4.970258211206845
333,1e-12,333,44622,1,1.0436850221101586,-2.873466668601904,4.9698184440976885
334,1e-12,334,44756,1,1.0468004784499827,-2.8759777183730764,4.969372021952981
335,1e-12,335,44890,1,1.0499218773851158,-2.8784839831324565,4.968918841892122
336,1e-12,336,45024,1,1.0530492136096712,-2.880985446669047,4.968458799422131
337,1e-12,337,45158,1,1.0561824817180678,-2.883482092796148,4.967991788412489
338,1e-12,338,45292,1,1.0593216762047981,-2.8859739053512765,4.9675177010696085
339,1e-12,339,45426,1,1.0624667914641794,-2.8884608681960713,4.967036427910921
340,1e-12,340,45560,1,1.065617821790137,-2.890942965216215,4.966547857738584
341,1e-12,341,45694,1,1.0687747613759622,-2.8934201803213426,4.966051877612803
342,1e-12,342,45828,1,1.0719376043140922,-2.8958924974449247,4.965548372824744
343,1e-12,343,45962,1,1.0751063445958744,-2.898359900544193,4.965037226869068
344,1e-12,344,46096,1,1.078281284084706,-2.9008209367456135,4.964518339339657
345,1e-12,345,46230,1,1.0814628224032963,-2.903273711861946,4.963991614646233
346,1e-12,346,46364,1,1.0846509601104914,-2.9057182024067743,4.963456932731907
347,1e-12,347,46498,1,1.0878456959174934,-2.9081543931156473,4.962914171586629
348,1e-12,348,46632,1,1.0910470284357856,-2.910582268768309,4.96236320731961
349,1e-12,349,46766,1,1.0942549561767068,-2.9130018141880285,4.961803914130851
350,1e-12,350,46900,1,1.0974694775510239,-2.9154130142408974,4.961236164282277
351,1e-12,351,47034,1,1.100690612433671,-2.91781587203357,4.960659826403816
352,1e-12,352,47168,1,1.1039184056464206,-2.920210411749002,4.960074765090248
353,1e-12,353,47302,1,1.1071528572748657,-2.922596619856101,4.95948084626012
354,1e-12,354,47436,1,1.1103939657377233,-2.924974481542296,4.958877933887098
355,1e-12,355,47570,1,1.113641729351266,-2.9273439820348126,4.958265889849542
356,1e-12,356,47704,1,1.1168961463288951,-2.9297051066000055,4.957644573899003
357,1e-12,357,47838,1,1.1201567662407323,-2.93205798508083,4.957013871000153
358,1e-12,358,47972,1,1.1234229962890168,-2.9344027927884313,4.956373674189168
359,1e-12,359,48106,1,1.1266948269847257,-2.9367395168315182,4.95572383970383
360,1e-12,360,48240,1,1.1299722513547366,-2.939068143527913,4.955064221455762
361,1e-12,361,48374,1,1.133255262342713,-2.9413886592419995,4.954394671155423
362,1e-12,362,48508,1,1.136543852809008,-2.9437010503840857,4.9537150382801975
363,1e-12,363,48642,1,1.139838015419101,-2.9460052609383838,4.953025170195504
364,1e-12,364,48776,1,1.143137732851898,-2.948297471185731,4.952324925779781
365,1e-12,365,48910,1,1.1464429911741716,-2.9505752138463075,4.951614157389651
366,1e-12,366,49044,1,1.1497537828492899,-2.9528384963629857,4.95089270623716
367,1e-12,367,49178,1,1.1530701002572399,-2.955087326159806,4.9501604111633295
368,1e-12,368,49312,1,1.1563919356945531,-2.957321710639897,4.94941710860439
369,1e-12,369,49446,1,1.1597192813742359,-2.959541657183415,4.948662632557603
370,1e-12,370,49580,1,1.163052129425695,-2.9617471731455187,4.9478968145466755
371,1e-12,371,49714,1,1.1663904718946738,-2.9639382658543107,4.94711948358675
372,1e-12,372,49848,1,1.1697343007431802,-2.9661149426088422,4.94633046614898
373,1e-12,373,49982,1,1.1730836078494273,-2.9682772106771074,4.945529586124682
374,1e-12,374,50116,1,1.1764383850077782,-2.9704250772940535,4.944716664789068
375,1e-12,375,50250,1,1.1797986239286726,-2.9725585496596225,4.943891520764549
376,1e-12,376,50384,1,1.1831643162385863,-2.974677634936778,4.943053969983614
377,1e-12,377,50518,1,1.1865354534799677,-2.9767823402495797,4.9422038256512835
378,1e-12,378,50652,1,1.189912027111189,-2.978872672681244,4.941340898207125
379,1e-12,379,50786,1,1.1932940285064983,-2.980948639272243,4.940464995286848
380,1e-12,380,50920,1,1.196681448955974,-2.9830102470183877,4.93957592168346
381,1e-12,381,51054,5,1.2000742796654762,-2.9850575028689708,4.938673479307994
382,1e-12,382,51188,,1.2000742796654762,-2.9850575028689708,4.938673479307994
383,1e-12,383,51322,,1.2000742796654762,-2.9850575028689708,4.938673479307994
384,1e-12,384,51456,,1.2000742796654762,-2.9850575028689708,4.938673479307994
385,1e-12,385,51590,,1.2000742796654762,-2.9850575028689708,4.938673479307994
386,1e-12,386,51724,5,1.2171192734184808,-2.9950787434213817,4.933953595957389
387,1e-12,387,51858,,1.2171192734184808,-2.9950787434213817,4.933953595957389
388,1e-12,388,51992,,1.2171192734184808,-2.9950787434213817,4.933953595957389
389,1e-12,389,52126,,1.2171192734184808,-2.9950787434213817,4.933953595957389
390,1e-12,390,52260,,1.2171192734184808,-2.9950787434213817,4.933953595957389
391,1e-12,391,52394,5,1.2342981560621982,-3.004742198985779,4.928868052099949
392,1e-12,392,52528,,1.2342981560621982,-3.004742198985779,4.928868052099949
393,1e-12,393,52662,,1.2342981560621982,-3.004742198985779,4.928868052099949
394,1e-12,394,52796,,1.2342981560621982,-3.004742198985779,4.928868052099949
395,1e-12,395,52930,,1.2342981560621982,-3.004742198985779,4.928868052099949
396,1e-12,396,53064,5,1.2516097333845217,-3.014048674901301,4.923388598150657
397,1e-12,397,53198,,1.2516097333845217,-3.014048674901301,4.923388598150657
398,1e-12,398,53332,,1.2516097333845217,-3.014048674901301,4.923388598150657
399,1e-12,399,53466,,1.2516097333845217,-3.014048674901301,4.923388598150657
400,1e-12,400,53600,,1.2516097333845217,-3.014048674901301,4.923388598150657
401,1e-12,401,53734,5,1.2690527583383544,-3.022998933990493,4.91748486648944
402,1e-12,402,53868,,1.2690527583383544,-3.022998933990493,4.91748486648944
403,1e-12,403,54002,,1.2690527583383544,-3.022998933990493,4.91748486648944
404,1e-12,404,54136,,1.2690527583383544,-3.022998933990493,4.91748486648944
405,1e-12,405,54270,,1.2690527583383544,-3.022998933990493,4.91748486648944
406,1e-12,406,54404,5,1.2866259310240618,-3.0315936912984442,4.911124228537192
407,1e-12,407,54538,,1.2866259310240618,-3.0315936912984442,4.911124228537192
408,1e-12,408,54672,,1.2866259310240618,-3.0315936912984442,4.911124228537192
409,1e-12,409,54806,,1.2866259310240618,-3.0315936912984442,4.911124228537192
410,1e-12,410,54940,,1.2866259310240618,-3.0315936912984442,4.911124228537192
411,1e-12,411,55074,5,1.3043278987134204,-3.0398336090283347,4.904271645425035
412,1e-12,412,55208,,1.3043278987134204,-3.0398336090283347,4.904271645425035
413,1e-12,413,55342,,1.3043278987134204,-3.0398336090283347,4.904271645425035
414,1e-12,414,55476,,1.3043278987134204,-3.0398336090283347,4.904271645425035
415,1e-12,415,55610,,1.3043278987134204,-3.0398336090283347,4.904271645425035
416,1e-12,416,55744,5,1.3221572559157821,-3.0477192916666414,4.8968895126371015
417,1e-12,417,55878,,1.3221572559157821,-3.0477192916666414,4.8968895126371015
418,1e-12,418,56012,,1.3221572559157821,-3.0477192916666414,4.8968895126371015
419,1e-12,419,56146,,1.3221572559157821,-3.0477192916666414,4.8968895126371015
420,1e-12,420,56280,,1.3221572559157821,-3.0477192916666414,4.8968895126371015
421,1e-12,421,56414,5,1.3401125444871589,-3.0552512812915813,4.8889374991820596
422,1e-12,422,56548,,1.3401125444871589,-3.0552512812915813,4.8889374991820596
423,1e-12,423,56682,,1.3401125444871589,-3.0552512812915813,4.8889374991820596
424,1e-12,424,56816,,1.3401125444871589,-3.0552512812915813,4.8889374991820596
425,1e-12,425,56950,,1.3401125444871589,-3.0552512812915813,4.8889374991820596
426,1e-12,426,57084,5,1.3581922537828448,-3.06243005305837,4.8803723820575
427,1e-12,427,57218,,1.3581922537828448,-3.06243005305837,4.8803723820575
428,1e-12,428,57352,,1.3581922537828448,-3.06243005305837,4.8803723820575
429,1e-12,429,57486,,1.3581922537828448,-3.06243005305837,4.8803723820575
430,1e-12,430,57620,,1.3581922537828448,-3.06243005305837,4.8803723820575
431,1e-12,431,57754,5,1.3763951827860605,-3.069256563364006,4.871147867647814
432,1e-12,432,57888,,1.3763951827860605,-3.069256563364006,4.871147867647814
433,1e-12,433,58022,,1.3763951827860605,-3.069256563364006,4.871147867647814
434,1e-12,434,58156,,1.3763951827860605,-3.069256563364006,4.871147867647814
435,1e-12,435,58290,,1.3763951827860605,-3.069256563364006,4.871147867647814
436,1e-12,436,58424,5,1.3947206701400368,-3.075732564642035,4.861214411695784
437,1e-12,437,58558,,1.3947206701400368,-3.075732564642035,4.861214411695784
438,1e-12,438,58692,,1.3947206701400368,-3.075732564642035,4.861214411695784
439,1e-12,439,58826,,1.3947206701400368,-3.075732564642035,4.861214411695784
440,1e-12,440,58960,,1.3947206701400368,-3.075732564642035,4.861214411695784
441,1e-12,441,59094,5,1.413167143256451,-3.0818583874985803,4.85051908421557
442,1e-12,442,59228,,1.413167143256451,-3.0818583874985803,4.85051908421557
443,1e-12,443,59362,,1.413167143256451,-3.0818583874985803,4.85051908421557
444,1e-12,444,59496,,1.413167143256451,-3.0818583874985803,4.85051908421557
445,1e-12,445,59630,,1.413167143256451,-3.0818583874985803,4.85051908421557
446,1e-12,446,59764,5,1.4317329318586431,-3.087634208715638,4.839005379450031
447,1e-12,447,59898,,1.4317329318586431,-3.087634208715638,4.839005379450031
448,1e-12,448,60032,,1.4317329318586431,-3.087634208715638,4.839005379450031
449,1e-12,449,60166,,1.4317329318586431,-3.087634208715638,4.839005379450031
450,1e-12,450,60300,,1.4317329318586431,-3.087634208715638,4.839005379450031
451,1e-12,451,60434,5,1.450416280968381,-3.0930601269508617,4.826613050161467
452,1e-12,452,60568,,1.450416280968381,-3.0930601269508617,4.826613050161467
453,1e-12,453,60702,,1.450416280968381,-3.0930601269508617,4.826613050161467
454,1e-12,454,60836,,1.450416280968381,-3.0930601269508617,4.826613050161467
455,1e-12,455,60970,,1.450416280968381,-3.0930601269508617,4.826613050161467
456,1e-12,456,61104,5,1.469207778836219,-3.098137991069619,4.813278607716047
457,1e-12,457,61238,,1.469207778836219,-3.098137991069619,4.813278607716047
458,1e-12,458,61372,,1.469207778836219,-3.098137991069619,4.813278607716047
459,1e-12,459,61506,,1.469207778836219,-3.098137991069619,4.813278607716047
460,1e-12,460,61640,,1.469207778836219,-3.098137991069619,4.813278607716047
461,1e-12,461,61774,5,1.4880980207482915,-3.102892772858331,4.798935268713183
462,1e-12,462,61908,,1.4880980207482915,-3.102892772858331,4.798935268713183
463,1e-12,463,62042,,1.4880980207482915,-3.102892772858331,4.798935268713183
464,1e-12,464,62176,,1.4880980207482915,-3.102892772858331,4.798935268713183
465,1e-12,465,62310,,1.4880980207482915,-3.102892772858331,4.798935268713183
466,1e-12,466,62444,5,1.5070853193389042,-3.1073440000152974,4.783513011301665
467,1e-12,467,62578,,1.5070853193389042,-3.1073440000152974,4.783513011301665
468,1e-12,468,62712,,1.5070853193389042,-3.1073440000152974,4.783513011301665
469,1e-12,469,62846,,1.5070853193389042,-3.1073440000152974,4.783513011301665
470,1e-12,470,62980,,1.5070853193389042,-3.1073440000152974,4.783513011301665
471,1e-12,471,63114,5,1.5261678184567928,-3.1114905644216946,4.766936376352439
472,1e-12,472,63248,,1.5261678184567928,-3.1114905644216946,4.766936376352439
473,1e-12,473,63382,,1.5261678184567928,-3.1114905644216946,4.766936376352439
474,1e-12,474,63516,,1.5261678184567928,-3.1114905644216946,4.766936376352439
475,1e-12,475,63650,,1.5261678184567928,-3.1114905644216946,4.766936376352439
476,1e-12,476,63784,5,1.5453431402839102,-3.1153317274290617,4.749125384391255
477,1e-12,477,63918,,1.5453431402839102,-3.1153317274290617,4.749125384391255
478,1e-12,478,64052,,1.5453431402839102,-3.1153317274290617,4.749125384391255
479,1e-12,479,64186,,1.5453431402839102,-3.1153317274290617,4.749125384391255
480,1e-12,480,64320,,1.5453431402839102,-3.1153317274290617,4.749125384391255
481,1e-12,481,64454,5,1.5646088639332492,-3.1188666642166383,4.729995742086079
482,1e-12,482,64588,,1.5646088639332492,-3.1188666642166383,4.729995742086079
483,1e-12,483,64722,,1.5646088639332492,-3.1188666642166383,4.729995742086079
484,1e-12,484,64856,,1.5646088639332492,-3.1188666642166383,4.729995742086079
485,1e-12,485,64990,,1.5646088639332492,-3.1188666642166383,4.729995742086079
486,1e-12,486,65124,5,1.5839625265706547,-3.1220944614361064,4.709458834132287
487,1e-12,487,65258,,1.5839625265706547,-3.1220944614361064,4.709458834132287
488,1e-12,488,65392,,1.5839625265706547,-3.1220944614361064,4.709458834132287
489,1e-12,489,65526,,1.5839625265706547,-3.1220944614361064,4.709458834132287
490,1e-12,490,65660,,1.5839625265706547,-3.1220944614361064,4.709458834132287
491,1e-12,491,65794,5,1.603401624580097,-3.1250141149127812,4.687421762946338
492,1e-12,492,65928,,1.603401624580097,-3.1250141149127812,4.687421762946338
493,1e-12,493,66062,,1.603401624580097,-3.1250141149127812,4.687421762946338
494,1e-12,494,66196,,1.603401624580097,-3.1250141149127812,4.687421762946338
495,1e-12,495,66330,,1.603401624580097,-3.1250141149127812,4.687421762946338
496,1e-12,496,66464,5,1.6229236147713175,-3.127624527403432,4.663787445402597
497,1e-12,497,66598,,1.6229236147713175,-3.127624527403432,4.663787445402597
498,1e-12,498,66732,,1.6229236147713175,-3.127624527403432,4.663787445402597
499,1e-12,499,66866,,1.6229236147713175,-3.127624527403432,4.663787445402597
500,1e-12,500,67000,,1.6229236147713175,-3.127624527403432,4.663787445402597
501,1e-12,501,67134,5,1.6425259156287395,-3.1299245064111516,4.638454776783055
502,1e-12,502,67268,,1.6425259156287395,-3.1299245064111516,4.638454776783055
503,1e-12,503,67402,,1.6425259156287395,-3.1299245064111516,4.638454776783055
504,1e-12,504,67536,,1.6425259156287395,-3.1299245064111516,4.638454776783055
505,1e-12,505,67670,,1.6425259156287395,-3.1299245064111516,4.638454776783055
506,1e-12,506,67804,5,1.66220590860042,-3.1319127620581053,4.611318873000609
507,1e-12,507,67938,,1.66220590860042,-3.1319127620581053,4.611318873000609
508,1e-12,508,68072,,1.66220590860042,-3.1319127620581053,4.611318873000609
509,1e-12,509,68206,,1.66220590860042,-3.1319127620581053,4.611318873000609
510,1e-12,510,68340,,1.66220590860042,-3.1319127620581053,4.611318873000609
511,1e-12,511,68474,5,1.6819609394257764,-3.1335879050174977,4.582271402956418
512,1e-12,512,68608,,1.6819609394257764,-3.1335879050174977,4.582271402956418
513,1e-12,513,68742,,1.6819609394257764,-3.1335879050174977,4.582271402956418
514,1e-12,514,68876,,1.6819609394257764,-3.1335879050174977,4.582271402956418
515,1e-12,515,69010,,1.6819609394257764,-3.1335879050174977,4.582271402956418
516,1e-12,516,69144,5,1.7017883195007064,-3.134948444506389,4.5512010235418145
517,1e-12,517,69278,,1.7017883195007064,-3.134948444506389,4.5512010235418145
518,1e-12,518,69412,,1.7017883195007064,-3.134948444506389,4.5512010235418145
519,1e-12,519,69546,,1.7017883195007064,-3.134948444506389,4.5512010235418145
520,1e-12,520,69680,,1.7017883195007064,-3.134948444506389,4.5512010235418145
521,1e-12,521,69814,5,1.7216853272787251,-3.1359927863416925,4.517993930224021
522,1e-12,522,69948,,1.7216853272787251,-3.1359927863416925,4.517993930224021
523,1e-12,523,70082,,1.7216853272787251,-3.1359927863416925,4.517993930224021
524,1e-12,524,70216,,1.7216853272787251,-3.1359927863416925,4.517993930224021
525,1e-12,525,70350,,1.7216853272787251,-3.1359927863416925,4.517993930224021
526,1e-12,526,70484,5,1.7416492097065648,-3.136719231061901,4.482534536277876
527,1e-12,527,70618,,1.7416492097065648,-3.136719231061901,4.482534536277876
528,1e-12,528,70752,,1.7416492097065648,-3.136719231061901,4.482534536277876
529,1e-12,529,70886,,1.7416492097065648,-3.136719231061901,4.482534536277876
530,1e-12,530,71020,,1.7416492097065648,-3.136719231061901,4.482534536277876
531,1e-12,531,71154,5,1.7616771836927474,-3.137125972117858,4.4447062934454085
532,1e-12,532,71288,,1.7616771836927474,-3.137125972117858,4.4447062934454085
533,1e-12,533,71422,,1.7616771836927474,-3.137125972117858,4.4447062934454085
534,1e-12,534,71556,,1.7616771836927474,-3.137125972117858,4.4447062934454085
535,1e-12,535,71690,,1.7616771836927474,-3.137125972117858,4.4447062934454085
536,1e-12,536,71824,5,1.781766056762056,-3.1372095671350695,4.404393688290702
537,1e-12,537,71958,,1.781766056762056,-3.1372095671350695,4.404393688290702
538,1e-12,538,72092,,1.781766056762056,-3.1372095671350695,4.404393688290702
539,1e-12,539,72226,,1.781766056762056,-3.1372095671350695,4.404393688290702
540,1e-12,540,72360,,1.781766056762056,-3.1372095671350695,4.404393688290702
541,1e-12,541,72494,5,1.8019095670058864,-3.1369543543019214,4.361491215062907
542,1e-12,542,72628,,1.8019095670058864,-3.1369543543019214,4.361491215062907
543,1e-12,543,72762,,1.8019095670058864,-3.1369543543019214,4.361491215062907
544,1e-12,544,72896,,1.8019095670058864,-3.1369543543019214,4.361491215062907
545,1e-12,545,73030,,1.8019095670058864,-3.1369543543019214,4.361491215062907
546,1e-12,546,73164,5,1.8221075481293383,-3.136365661168642,4.315891627924522
547,1e-12,547,73298,,1.8221075481293383,-3.136365661168642,4.315891627924522
548,1e-12,548,73432,,1.8221075481293383,-3.136365661168642,4.315891627924522
549,1e-12,549,73566,,1.8221075481293383,-3.136365661168642,4.315891627924522
550,1e-12,550,73700,,1.8221075481293383,-3.136365661168642,4.315891627924522
551,1e-12,551,73834,5,1.8423628631619444,-3.1354584334937945,4.2674909546916115
552,1e-12,552,73968,,1.8423628631619444,-3.1354584334937945,4.2674909546916115
553,1e-12,553,74102,,1.8423628631619444,-3.1354584334937945,4.2674909546916115
554,1e-12,554,74236,,1.8423628631619444,-3.1354584334937945,4.2674909546916115
555,1e-12,555,74370,,1.8423628631619444,-3.1354584334937945,4.2674909546916115
556,1e-12,556,74504,5,1.8626726803972082,-3.1342303953090744,4.216188936746471
557,1e-12,557,74638,,1.8626726803972082,-3.1342303953090744,4.216188936746471
558,1e-12,558,74772,,1.8626726803972082,-3.1342303953090744,4.216188936746471
559,1e-12,559,74906,,1.8626726803972082,-3.1342303953090744,4.216188936746471
560,1e-12,560,75040,,1.8626726803972082,-3.1342303953090744,4.216188936746471
561,1e-12,561,75174,5,1.8830340616554868,-3.132678914583,4.161892840609845
562,1e-12,562,75308,,1.8830340616554868,-3.132678914583,4.161892840609845
563,1e-12,563,75442,,1.8830340616554868,-3.132678914583,4.161892840609845
564,1e-12,564,75576,,1.8830340616554868,-3.132678914583,4.161892840609845
565,1e-12,565,75710,,1.8830340616554868,-3.132678914583,4.161892840609845
566,1e-12,566,75844,5,1.9034440459952702,-3.130801248302758,4.104519447561076
567,1e-12,567,75978,,1.9034440459952702,-3.130801248302758,4.104519447561076
568,1e-12,568,76112,,1.9034440459952702,-3.130801248302758,4.104519447561076
569,1e-12,569,76246,,1.9034440459952702,-3.130801248302758,4.104519447561076
570,1e-12,570,76380,,1.9034440459952702,-3.130801248302758,4.104519447561076
571,1e-12,571,76514,5,1.9238996514056264,-3.1285945412623364,4.043997149147105
572,1e-12,572,76648,,1.9238996514056264,-3.1285945412623364,4.043997149147105
573,1e-12,573,76782,,1.9238996514056264,-3.1285945412623364,4.043997149147105
574,1e-12,574,76916,,1.9238996514056264,-3.1285945412623364,4.043997149147105
575,1e-12,575,77050,,1.9238996514056264,-3.1285945412623364,4.043997149147105
576,1e-12,576,77184,5,1.9443978765203438,-3.126055824968316,3.9802681540477027
577,1e-12,577,77318,,1.9443978765203438,-3.126055824968316,3.9802681540477027
578,1e-12,578,77452,,1.9443978765203438,-3.126055824968316,3.9802681540477027
579,1e-12,579,77586,,1.9443978765203438,-3.126055824968316,3.9802681540477027
580,1e-12,580,77720,,1.9443978765203438,-3.126055824968316,3.9802681540477027
581,1e-12,581,77854,5,1.9649642906137632,-3.123282215854527,3.913359221238868
582,1e-12,582,77988,,1.9649642906137632,-3.123282215854527,3.913359221238868
583,1e-12,583,78122,,1.9649642906137632,-3.123282215854527,3.913359221238868
584,1e-12,584,78256,,1.9649642906137632,-3.123282215854527,3.913359221238868
585,1e-12,585,78390,,1.9649642906137632,-3.123282215854527,3.913359221238868
586,1e-12,586,78524,5,1.9856441005086187,-3.1204382005566007,3.8433759534448453
587,1e-12,587,78658,,1.9856441005086187,-3.1204382005566007,3.8433759534448453
588,1e-12,588,78792,,1.9856441005086187,-3.1204382005566007,3.8433759534448453
589,1e-12,589,78926,,1.9856441005086187,-3.1204382005566007,3.8433759534448453
590,1e-12,590,79060,,1.9856441005086187,-3.1204382005566007,3.8433759534448453
591,1e-12,591,79194,5,2.00643642387202,-3.1175260844676713,3.770344117542294
592,1e-12,592,79328,,2.00643642387202,-3.1175260844676713,3.770344117542294
593,1e-12,593,79462,,2.00643642387202,-3.1175260844676713,3.770344117542294
594,1e-12,594,79596,,2.00643642387202,-3.1175260844676713,3.770344117542294
595,1e-12,595,79730,,2.00643642387202,-3.1175260844676713,3.770344117542294
596,1e-12,596,79864,5,2.027336327269653,-3.114545938185657,3.694308322982642
597,1e-12,597,79998,,2.027336327269653,-3.114545938185657,3.694308322982642
598,1e-12,598,80132,,2.027336327269653,-3.114545938185657,3.694308322982642
599,1e-12,599,80266,,2.027336327269653,-3.114545938185657,3.694308322982642
600,1e-12,600,80400,,2.027336327269653,-3.114545938185657,3.694308322982642
601,1e-12,601,80534,5,2.0483402986904866,-3.111497839944895,3.6153374983332505
602,1e-12,602,80668,,2.0483402986904866,-3.111497839944895,3.6153374983332505
603,1e-12,603,80802,,2.0483402986904866,-3.111497839944895,3.6153374983332505
604,1e-12,604,80936,,2.0483402986904866,-3.111497839944895,3.6153374983332505
605,1e-12,605,81070,,2.0483402986904866,-3.111497839944895,3.6153374983332505
606,1e-12,606,81204,5,2.069446567701929,-3.1083817533504887,3.533526300204642
607,1e-12,607,81338,,2.069446567701929,-3.1083817533504887,3.533526300204642
608,1e-12,608,81472,,2.069446567701929,-3.1083817533504887,3.533526300204642
609,1e-12,609,81606,,2.069446567701929,-3.1083817533504887,3.533526300204642
610,1e-12,610,81740,,2.069446567701929,-3.1083817533504887,3.533526300204642
611,1e-12,611,81874,5,2.090653310188536,-3.1051976270394803,3.4489948982655716
612,1e-12,612,82008,,2.090653310188536,-3.1051976270394803,3.4489948982655716
613,1e-12,613,82142,,2.090653310188536,-3.1051976270394803,3.4489948982655716
614,1e-12,614,82276,,2.090653310188536,-3.1051976270394803,3.4489948982655716
615,1e-12,615,82410,,2.090653310188536,-3.1051976270394803,3.4489948982655716
616,1e-12,616,82544,5,2.111958648228655,-3.1019453948294924,3.36188930419745
617,1e-12,617,82678,,2.111958648228655,-3.1019453948294924,3.36188930419745
618,1e-12,618,82812,,2.111958648228655,-3.1019453948294924,3.36188930419745
619,1e-12,619,82946,,2.111958648228655,-3.1019453948294924,3.36188930419745
620,1e-12,620,83080,,2.111958648228655,-3.1019453948294924,3.36188930419745
621,1e-12,621,83214,5,2.1333606500083397,-3.098624975863516,3.272381248620854
622,1e-12,622,83348,,2.1333606500083397,-3.098624975863516,3.272381248620854
623,1e-12,623,83482,,2.1333606500083397,-3.098624975863516,3.272381248620854
624,1e-12,624,83616,,2.1333606500083397,-3.098624975863516,3.272381248620854
625,1e-12,625,83750,,2.1333606500083397,-3.098624975863516,3.272381248620854
626,1e-12,626,83884,5,2.1548573297736917,-3.0952362747510094,3.180667568604596
627,1e-12,627,84018,,2.1548573297736917,-3.0952362747510094,3.180667568604596
628,1e-12,628,84152,,2.1548573297736917,-3.0952362747510094,3.180667568604596
629,1e-12,629,84286,,2.1548573297736917,-3.0952362747510094,3.180667568604596
630,1e-12,630,84420,,2.1548573297736917,-3.0952362747510094,3.180667568604596
631,1e-12,631,84554,5,2.1764466478227065,-3.091779181705471,3.086969081927821
632,1e-12,632,84688,,2.1764466478227065,-3.091779181705471,3.086969081927821
633,1e-12,633,84822,,2.1764466478227065,-3.091779181705471,3.086969081927821
634,1e-12,634,84956,,2.1764466478227065,-3.091779181705471,3.086969081927821
635,1e-12,635,85090,,2.1764466478227065,-3.091779181705471,3.086969081927821
636,1e-12,636,85224,5,2.198126510537738,-3.088253572678668,2.9915289403436565
637,1e-12,637,85358,,2.198126510537738,-3.088253572678668,2.9915289403436565
638,1e-12,638,85492,,2.198126510537738,-3.088253572678668,2.9915289403436565
639,1e-12,639,85626,,2.198126510537738,-3.088253572678668,2.9915289403436565
640,1e-12,640,85760,,2.198126510537738,-3.088253572678668,2.9915289403436565
641,1e-12,641,85894,5,2.219894770459649,-3.0846593094916592,2.894610472048116
642,1e-12,642,86028,,2.219894770459649,-3.0846593094916592,2.894610472048116
643,1e-12,643,86162,,2.219894770459649,-3.0846593094916592,2.894610472048116
644,1e-12,644,86296,,2.219894770459649,-3.0846593094916592,2.894610472048116
645,1e-12,645,86430,,2.219894770459649,-3.0846593094916592,2.894610472048116
646,1e-12,646,86564,5,2.2417484292380534,-3.0809949279119366,2.796495989561604
647,1e-12,647,86698,,2.2417484292380534,-3.0809949279119366,2.796495989561604
648,1e-12,648,86832,,2.2417484292380534,-3.0809949279119366,2.796495989561604
649,1e-12,649,86966,,2.2417484292380534,-3.0809949279119366,2.796495989561604
650,1e-12,650,87100,,2.2417484292380534,-3.0809949279119366,2.796495989561604
651,1e-12,651,87234,5,2.263682857584767,-3.077256346308076,2.6974852465231143
652,1e-12,652,87368,,2.263682857584767,-3.077256346308076,2.6974852465231143
653,1e-12,653,87502,,2.263682857584767,-3.077256346308076,2.6974852465231143
654,1e-12,654,87636,,2.263682857584767,-3.077256346308076,2.6974852465231143
655,1e-12,655,87770,,2.263682857584767,-3.077256346308076,2.6974852465231143
656,1e-12,656,87904,5,2.285695887300741,-3.0734436275340262,2.5978845987742
657,1e-12,657,88038,,2.285695887300741,-3.0734436275340262,2.5978845987742
658,1e-12,658,88172,,2.285695887300741,-3.0734436275340262,2.5978845987742
659,1e-12,659,88306,,2.285695887300741,-3.0734436275340262,2.5978845987742
660,1e-12,660,88440,,2.285695887300741,-3.0734436275340262,2.5978845987742
661,1e-12,661,88574,5,2.307785226638766,-3.0695566399757825,2.4980075674288864
